1 2 3
1 2 3
1 2 3
-0.029 -0.028 0.052
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 -0.028 0.052
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 -0.028 0.052
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 -0.028 0.052
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 -0.028 0.052
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 -0.028 0.052
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 -0.028 0.052
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 -0.028 0.052
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 -0.028 0.052
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 -0.027 0.052
1 2 3

1 2 3
1 2 3
1 2 3
-0.029 -0.027 0.052
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 -0.027 0.052
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 -0.027 0.052
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 -0.027 0.052
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 -0.027 0.052
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 -0.027 0.052
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 -0.027 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 -0.027 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 -0.027 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 -0.027 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 -0.027 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 -0.027 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 -0.027 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 -0.027 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 -0.027 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 -0.026 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 -0.026 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 -0.026 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 -0.026 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 -0.026 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 -0.026 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 -0.026 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 -0.026 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 -0.026 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 -0.026 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 -0.026 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 -0.026 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 -0.026 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 -0.026 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 -0.026 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 -0.026 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 -0.026 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 -0.026 0.053
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 -0.026 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 -0.026 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 -0.026 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 -0.026 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.026 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.026 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.026 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.026 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.026 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.026 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.026 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.026 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.026 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 -0.027 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 -0.028 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 -0.029 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 -0.029 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 -0.029 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 -0.029 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 -0.029 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 -0.029 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 -0.029 0.054
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.029 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.029 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.029 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.029 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.030 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.030 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.030 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.030 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.030 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.030 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.030 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.030 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.030 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.030 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.030 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.030 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.030 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.030 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.030 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.030 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.030 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 -0.030 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 -0.030 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.030 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.031 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.031 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.031 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.031 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.031 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.031 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.031 0.055
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.031 0.056
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.031 0.056
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.031 0.056
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.031 0.056
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.032 0.056
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.032 0.056
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.032 0.056
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.032 0.056
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 -0.032 0.056
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 -0.032 0.056
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 -0.032 0.057
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 -0.032 0.057
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 -0.032 0.057
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 -0.032 0.057
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 -0.032 0.057
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 -0.032 0.057
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 -0.032 0.057
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 -0.031 0.057
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 -0.031 0.057
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 -0.031 0.058
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 -0.031 0.058
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 -0.031 0.058
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 -0.031 0.058
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 -0.031 0.058
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.031 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.030 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.030 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.029 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.028 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.028 0.059
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.027 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.026 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.025 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.025 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.024 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.023 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.022 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.021 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.021 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.020 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.019 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 -0.018 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.017 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.017 0.060
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.016 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.015 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.014 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.013 0.061
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.012 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.010 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.009 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.008 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.006 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.005 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.004 0.062
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.003 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 -0.002 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 -0.001 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.000 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.002 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.003 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.004 0.063
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.006 0.064
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.007 0.064
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 0.009 0.064
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 0.011 0.064
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 0.013 0.064
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.014 0.064
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.016 0.064
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.018 0.064
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.020 0.064
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.022 0.064
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.024 0.064
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.026 0.064
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.028 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.030 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.032 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.034 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.036 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.038 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.040 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 0.042 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 0.044 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 0.046 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 0.048 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 0.050 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 0.052 0.065
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 0.053 0.066
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 0.055 0.066
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 0.057 0.066
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 0.058 0.066
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 0.060 0.066
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 0.061 0.066
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 0.063 0.066
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 0.064 0.066
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 0.065 0.066
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 0.067 0.067
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 0.068 0.067
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 0.069 0.067
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 0.070 0.067
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 0.071 0.067
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 0.072 0.067
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 0.074 0.067
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 0.075 0.067
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.076 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.078 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.079 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.080 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.082 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.083 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.085 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.086 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.088 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.090 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.091 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 0.093 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.095 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.096 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.098 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.100 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.102 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.104 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.106 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.107 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.109 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.111 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.113 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.115 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.116 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.118 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.120 0.068
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.122 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.124 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.125 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.127 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.129 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.131 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.132 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.134 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 0.136 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 0.137 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 0.139 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 0.141 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 0.142 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 0.144 0.069
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 0.145 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 0.147 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 0.149 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 0.150 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 0.152 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 0.153 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 0.155 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 0.157 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 0.158 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 0.160 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 0.162 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 0.163 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 0.165 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 0.166 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.168 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.170 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.171 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.173 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.175 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.176 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.178 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.179 0.070
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.181 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.183 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.184 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.024 0.186 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.187 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.189 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.191 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.192 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.193 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.195 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.196 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.198 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.199 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.200 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.202 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.025 0.203 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.205 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.206 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.208 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.209 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.026 0.210 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 0.212 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 0.213 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.027 0.214 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 0.215 0.071
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 0.217 0.072
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 0.218 0.072
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 0.219 0.072
1 2 3

1 2 3
1 2 3
1 2 3
-0.028 0.220 0.072
1 2 3

1 2 3
1 2 3
1 2 3
